policy_id,policy_label,oracle_policy,target_id,target_label,session_id,round_id,round_index,candidate_id,candidate_index,sampler_role,seed,image_path,carried_forward,baseline_prompt,clip_score,dinov2_score,novelty_to_incumbent,oracle_score,selected
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_1bd4915d58d8,1,cand_353299f3a078,0,baseline_prompt,4183900481,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_353299f3a078.png,False,True,0.789363,0.45488,0.0,0.789363,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_1bd4915d58d8,1,cand_07e5bf611abd,1,exploit,354019677,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_07e5bf611abd.png,False,False,0.808521,0.257591,0.0,0.808521,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_1bd4915d58d8,1,cand_8f3b8393b2e6,2,refine,3032600352,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_8f3b8393b2e6.png,False,False,0.822387,0.427794,0.0,0.822387,True
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_1bd4915d58d8,1,cand_9d32ad29a339,3,orthogonal,1792806043,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_9d32ad29a339.png,False,False,0.803915,0.2429,0.0,0.803915,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_1bd4915d58d8,1,cand_202127b20be2,4,mirror,3647251682,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_202127b20be2.png,False,False,0.78412,0.400052,0.0,0.78412,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_962fa0a3f707,2,cand_e976fbfa1a28,0,incumbent,3032600352,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_8f3b8393b2e6.png,True,False,0.822387,0.427794,0.0,0.822387,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_962fa0a3f707,2,cand_4ff1f2e21212,1,exploit,1536148963,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_4ff1f2e21212.png,False,False,0.760407,0.297001,0.089601,0.760407,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_962fa0a3f707,2,cand_a16236be7eda,2,refine,4077039409,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_a16236be7eda.png,False,False,0.853735,0.479109,0.06784,0.853735,True
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_962fa0a3f707,2,cand_cec1ef1d717f,3,orthogonal,608631035,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_cec1ef1d717f.png,False,False,0.810593,0.391882,0.056762,0.810593,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_090bdb1a91cf,rnd_962fa0a3f707,2,cand_c0d9c624a07b,4,mirror,2501617968,paper\results\oracle_progress_diagnosis\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_c0d9c624a07b.png,False,False,0.783815,0.420171,0.087496,0.783815,False
